"","participant","univ","vote","confident","comment","id","question"
"1074","oliver hart","Harvard","Strongly Agree","10","People, probably correctly, expect lower corporate taxes and fewer regulations. Go figure.<br>",17,1
"1075","bengt holmstrom","MIT","Agree","6","",17,1
"1076","caroline hoxby","Stanford","No Opinion","","Pure Animal Spirits would seem to be the best explanation.<br>",17,1
"1077","hilary hoynes","Berkeley","Agree","6","",17,1
"1078","kenneth judd","Stanford","Uncertain","6","The rise in prices could be due to a reduction in uncertainty, not to a change in expectations.<br>",17,1
"1079","steven kaplan","Chicago","Agree","10","Enthusiasm driven by the expectation of regulatory relief and concomitant investment, growth and profits.<br>",17,1
"1080","anil kashyap","Chicago","Uncertain","3","Can't be proven one way or another, this is plausible but no way to know for sure<br>",17,1
"1081","pete klenow","Stanford","Strongly Agree","10","Trump + Republican Congress = lower tax rate on corporate profits.<br>",17,1
"1082","jonathan levin","Stanford","Did Not Answer","","",17,1
"1083","eric maskin","Harvard","Did Not Answer","","",17,1
"1084","william nordhaus","Yale","Agree","9","Hard to separate the different causes. The impact of tax policies seems the most important reason, particularly the cut in business taxes.<br>",17,1
"1085","emmanuel saez","Berkeley","Strongly Agree","7","",17,1
"1086","larry samuelson","Yale","Agree","8","There is too much uncertainty about his policies to know for sure, but they appear to auger well for corporate profits.<br>",17,1
"1087","jose scheinkman","Princeton","Agree","8","More precisely, most market participants believe Trump's policies are likely to increase corporate profits <br>",17,1
"1088","richard schmalensee","MIT","Strongly Agree","8","Hard to imagine what else it could be.<br>",17,1
"1089","carl shapiro","Berkeley","Did Not Answer","","",17,1
"1090","robert shimer","Chicago","Agree","6","",17,1
"1091","richard thaler","Chicago","Agree","1","Explaining any short term movement in stock prices is a fools game, but this explanation is a plausible one.<br>",17,1
"1092","christopher udry","Yale","Agree","6","Corporate tax cuts and defense / some infrastructure spending may happen with a unified government. <br>",17,1
"1093","daron acemoglu","MIT","Disagree","7","They are much more likely to be disastrous for the economy and the US political system. The economic policies we know about are shambles.<br>",17,2
"1094","alberto alesina","Harvard","Did Not Answer","","",17,2
"1095","joseph altonji","Yale","Uncertain","2","",17,2
"1096","alan auerbach","Berkeley","Uncertain","5","",17,2
"1097","david autor","MIT","Uncertain","4","Some policies likely to boost growth, at least temporarily. Others likely to suppress it. Hard to say! <br>",17,2
"1098","katherine baicker","Chicago","Disagree","1","",17,2
"1099","abhijit banerjee","MIT","Uncertain","6","",17,2
"1100","marianne bertrand","Chicago","Disagree","4","",17,2
"1101","markus brunnermeier","Princeton","Uncertain","3","",17,2
"1102","raj chetty","Stanford","Uncertain","5","",17,2
"1103","judith chevalier","Yale","Uncertain","4","Uncertain because real winners and losers. <br>",17,2
"1104","david cutler","Harvard","Disagree","6","",17,2
"1105","angus deaton","Princeton","Disagree","3","",17,2
"1106","darrell duffie","Stanford","Agree","7","Yes, investors do seem to perceive this, from commentary. The degree to which it will happen cannot be predicted with as much confidence. <br>",17,2
"1107","aaron edlin","Berkeley","Agree","4","",17,2
"1108","barry eichengreen","Berkeley","Disagree","5","",17,2
"1109","liran einav","Stanford","Disagree","2","",17,2
"1110","ray fair","Yale","No Opinion","","Maybe would have risen also if Clinton had been elected. <br>",17,2
"1111","amy finkelstein","MIT","Did Not Answer","","",17,2
"1112","pinelopi goldberg","Yale","Did Not Answer","","",17,2
"1113","austan goolsbee","Chicago","Disagree","7","High income tax cuts aren't stimulative and infrastructure takes years<br>",17,2
"1114","michael greenstone","Chicago","Did Not Answer","","",17,2
"1115","robert hall","Stanford","Uncertain","5","see above<br>",17,2
"1116","oliver hart","Harvard","Disagree","7","I see no reason to think that growth will be higher because of Trump's policies, which are probably bad for the economy overall.<br>",17,2
"1117","bengt holmstrom","MIT","Uncertain","4","",17,2
"1118","caroline hoxby","Stanford","No Opinion","","",17,2
"1119","hilary hoynes","Berkeley","Uncertain","9","",17,2
"1120","kenneth judd","Stanford","Disagree","7","I do not agree with the premise that his policies are likely to increase growth in the long run.<br>",17,2
"1121","steven kaplan","Chicago","Agree","8","Again, regulatory relief expected to drive investment and growth.<br>",17,2
"1122","anil kashyap","Chicago","Uncertain","7","also impossible to know and the horizon that matters for stocks is longer term growth and after tax earnings<br>",17,2
"1123","pete klenow","Stanford","Uncertain","10","Depends on the weight put on a trade war vs. stimulative fiscal policy -- and the Fed's response.<br><a href=""https://www.nytimes.com/2016/11/19/upshot/markets-sent-a-strong-signal-on-trump-then-changed-their-minds.html"" target=""_blank-see background information here</a><br>",17,2
"1124","jonathan levin","Stanford","Did Not Answer","","",17,2
"1125","eric maskin","Harvard","Did Not Answer","","",17,2
"1126","william nordhaus","Yale","Agree","9","Here, the Keynesian impact of tax cuts on output is partly offset by likely higher real interest rates.<br>",17,2
"1127","emmanuel saez","Berkeley","Disagree","4","",17,2
"1128","larry samuelson","Yale","Disagree","6","Despite bold claims about growth, the new administration has not described an effective policy to increase GDP growth.<br>",17,2
"1129","jose scheinkman","Princeton","Disagree","8","Stock returns are poor predictors of future changes in output (see e.g. Stock and Watson 2003 Journal of Economic Literature)<br>",17,2
"1130","richard schmalensee","MIT","Uncertain","6","Share prices depend on profits, not GDP. Tax cuts plus more spending may increase GDP in the short run. but profits are what matter .<br>",17,2
"1131","carl shapiro","Berkeley","Did Not Answer","","",17,2
"1132","robert shimer","Chicago","Uncertain","5","",17,2
"1133","richard thaler","Chicago","Disagree","1","It is hard to know what Trump's policies will be since he contradicts himself repeatedly, but he shows no signs of understanding economics.<br>",17,2
"1134","christopher udry","Yale","Uncertain","7","In the short run, which dominates, fiscal stimulus or barriers to trade? The longer run looks bad for many reasons.<br>",17,2
"1135","daron acemoglu","MIT","Agree","6","At least familiarity with nature of econ evidence and recent research is a must. Nonacademics often underestimate uncertainty all evidence.<br>",18,1
"1136","alberto alesina","Harvard","Did Not Answer","","",18,1
"1137","joseph altonji","Yale","Agree","8","",18,1
"1138","alan auerbach","Berkeley","Strongly Agree","9","",18,1
"1139","david autor","MIT","Strongly Agree","9","Alongside bad military advice, bad economic advice has harmed many nations, citizens and presidents. A CEA head should know some economics!<br>",18,1
"1140","katherine baicker","Chicago","Agree","5","",18,1
"1141","abhijit banerjee","MIT","Strongly Agree","7","",18,1
"1142","marianne bertrand","Chicago","Agree","6","",18,1
"1143","markus brunnermeier","Princeton","Agree","9","",18,1
"1144","raj chetty","Stanford","Strongly Agree","8","",18,1
"1145","judith chevalier","Yale","Uncertain","7","A capable committed consumer of research likely fine. It would be unusual to achieve that without an advanced degree. <br>",18,1
"1146","david cutler","Harvard","Agree","4","A President needs lots of types of advice, and this is the way to get academic input. <br>",18,1
"1147","angus deaton","Princeton","Agree","7","",18,1
"1148","darrell duffie","Stanford","Strongly Agree","1","The better economists, on average, are probably those publishing in peer refereed journals. But I don't have evidence for that to cite! <br>",18,1
"1149","aaron edlin","Berkeley","Strongly Agree","10","There is no scarcity of advisers who are not peer-reviewed economists. NEC, Treasury, Commerce, etc. Academics have a valuable perspective.<br>",18,1
"1150","barry eichengreen","Berkeley","Agree","10","",18,1
"1151","liran einav","Stanford","Uncertain","1","",18,1
"1152","ray fair","Yale","Agree","5","",18,1
"1153","amy finkelstein","MIT","Did Not Answer","","",18,1
"1154","pinelopi goldberg","Yale","Did Not Answer","","",18,1
"1155","austan goolsbee","Chicago","Strongly Agree","10","...better for whom?<br>",18,1
"1156","michael greenstone","Chicago","Uncertain","2","all industries have a blind spot for themselves. but familiarity w latest research is impt, if background is talking head or professor<br>",18,1
"1157","robert hall","Stanford","Did Not Answer","","",18,1
"1158","oliver hart","Harvard","Agree","5","I would conjecture yes. Your advice will be better if you can understand the latest thinking and this is more likely if you publish. <br>",18,1
"1159","bengt holmstrom","MIT","Agree","7","",18,1
"1160","caroline hoxby","Stanford","Strongly Agree","10","Economic policy-making at the White House level requires great analytical skill and deep economic knowledge. <br>",18,1
"1161","hilary hoynes","Berkeley","Agree","7","",18,1
"1162","kenneth judd","Stanford","Agree","7","",18,1
"1163","steven kaplan","Chicago","Uncertain","1","Economics training and good economic judgment trump peer reviewed papers.<br>",18,1
"1164","anil kashyap","Chicago","Strongly Agree","7","Junk arguments abound in economics. Research experience helps prevent them getting to the President. <br>",18,1
"1165","pete klenow","Stanford","Uncertain","1","Jason Furman is a counterexample.<br><a href=""http://www.jstor.org/stable/2950895"" target=""_blank-see background information here</a><br><a href=""http://www.jstor.org/stable/2950892"" target=""_blank-see background information here</a><br>",18,1
"1166","jonathan levin","Stanford","Did Not Answer","","",18,1
"1167","eric maskin","Harvard","Agree","7","",18,1
"1168","william nordhaus","Yale","Strongly Agree","9","Would emphasize background in academic or similar institutions and participation in professional associations.<br>",18,1
"1169","emmanuel saez","Berkeley","Agree","3","",18,1
"1170","larry samuelson","Yale","Agree","8","Peer reviewed research is not the only source of insight, but it is an essential input, and the CEA is the obvious place to provide it. <br>",18,1
"1171","jose scheinkman","Princeton","No Opinion","","",18,1
"1172","richard schmalensee","MIT","Strongly Agree","5","Publication demonstrates training and quality of mind; necessary but not sufficient conditions for good economic advice.<br>",18,1
"1173","carl shapiro","Berkeley","Strongly Agree","9","",18,1
"1174","robert shimer","Chicago","No Opinion","","This question is uncomfortably self-serving<br>",18,1
"1175","richard thaler","Chicago","Agree","1","Publications neither necessary nor sufficient to be good CEA chair. Jason Furman has few but has been excellent. <br>",18,1
"1176","christopher udry","Yale","Strongly Agree","1","",18,1
"1177","daron acemoglu","MIT","Disagree","5","Even if we no longer import from and offshore to China and Mexico, manufacturing jobs won't come back. If they did, they would before robots<br>",19,1
"1178","alberto alesina","Harvard","Did Not Answer","","",19,1
"1179","joseph altonji","Yale","Did Not Answer","","",19,1
"1180","alan auerbach","Berkeley","Disagree","4","",19,1
"1181","david autor","MIT","Disagree","6","Many of these actions will make the average American poorer over the long run. Whether the long run arrives within 10 years is uncertain. <br>",19,1
"1182","katherine baicker","Chicago","Did Not Answer","","",19,1
"1183","abhijit banerjee","MIT","Disagree","6","",19,1
"1184","marianne bertrand","Chicago","Disagree","5","",19,1
"1185","markus brunnermeier","Princeton","Did Not Answer","","",19,1
"1186","raj chetty","Stanford","Did Not Answer","","",19,1
"1187","judith chevalier","Yale","Strongly Disagree","9","Where do I start? <br>",19,1
"1188","david cutler","Harvard","Strongly Disagree","4","",19,1
"1189","angus deaton","Princeton","Disagree","6","",19,1
"1190","darrell duffie","Stanford","Disagree","2","",19,1
"1191","aaron edlin","Berkeley","Disagree","7","",19,1
"1192","barry eichengreen","Berkeley","Disagree","8","Short term fiscal stimulus will be a + for the MC but then the negatives (investor uncertainty, inequality, geopolitical risk) will dominate<br>",19,1
"1193","liran einav","Stanford","Strongly Disagree","5","",19,1
"1194","ray fair","Yale","Disagree","5","",19,1
"1195","amy finkelstein","MIT","Did Not Answer","","",19,1
"1196","pinelopi goldberg","Yale","Did Not Answer","","",19,1
"1197","austan goolsbee","Chicago","Strongly Disagree","10","not even funny anymore<br>",19,1
"1198","michael greenstone","Chicago","Strongly Disagree","7","",19,1
"1199","robert hall","Stanford","Did Not Answer","","",19,1
