"","subject","question.x","time","n_q","question.y","id"
"176","Economic Stimulus (revisited)","Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.<U+00A0>(The experts panel previously voted on this question on<U+00A0>February 15, 2012. Those earlier results can be found here.)","Tuesday, July 29th, 2014 12:03 pm",2,"Taking into account all of the ARRA¡¯s economic consequences <U+2014> including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects <U+2014> the benefits of the stimulus will end up exceeding its costs.<U+00A0>(The experts panel previously voted on this question on<U+00A0>February 15, 2012. Those earlier results can be found here.)",101
"177","Congress and Monetary Policy","Legislation <a href=""http://financialservices.house.gov/UploadedFiles/BILLS-113hr-PIH-FRATA-H001058.pdf"" target=""_blank"">introduced</a> in Congress would require the Federal Reserve to ""submit to the appropriate congressional committees¡¦a Directive Policy Rule"", which shall ""describe the strategy or rule of the Federal Open Market Committee for the systematic quantitative adjustment of the Policy Instrument Target to respond to a change in the Intermediate Policy Inputs."" Should the Fed deviate from the rule, the Fed Chair would have to ""testify before the appropriate congressional committees as to why the [rule]¡¦is not in compliance."" <a href=""http://financialservices.house.gov/UploadedFiles/071014_FC_Memo.pdf"" target=""_blank"">Enacting</a> this provision would improve monetary policy outcomes in the U.S.","Monday, July 14th, 2014 1:30 pm",1,"Legislation <a href=""http://financialservices.house.gov/UploadedFiles/BILLS-113hr-PIH-FRATA-H001058.pdf"" target=""_blank"">introduced</a> in Congress would require the Federal Reserve to ""submit to the appropriate congressional committees¡¦a Directive Policy Rule"", which shall ""describe the strategy or rule of the Federal Open Market Committee for the systematic quantitative adjustment of the Policy Instrument Target to respond to a change in the Intermediate Policy Inputs."" Should the Fed deviate from the rule, the Fed Chair would have to ""testify before the appropriate congressional committees as to why the [rule]¡¦is not in compliance."" <a href=""http://financialservices.house.gov/UploadedFiles/071014_FC_Memo.pdf"" target=""_blank"">Enacting</a> this provision would improve monetary policy outcomes in the U.S.",102
"178","Patents","All else equal, Patent Assertion Entities <U+2014> which specialize in acquiring and asserting patents and are popularly known as ¡°patent trolls"" <U+2014> promote innovation in the U.S.","Tuesday, June 24th, 2014 12:03 pm",1,"All else equal, Patent Assertion Entities <U+2014> which specialize in acquiring and asserting patents and are popularly known as ¡°patent trolls"" <U+2014> promote innovation in the U.S.",103
"179","Patents","All else equal, Patent Assertion Entities <U+2014> which specialize in acquiring and asserting patents and are popularly known as ¡°patent trolls"" <U+2014> promote innovation in the U.S.","Tuesday, June 24th, 2014 12:03 pm",1,"Within the software industry, the US patent system makes consumers better off than they would be in the absence of patents.",104
"180","Patents","Within the software industry, the US patent system makes consumers better off than they would be in the absence of patents.","Tuesday, June 24th, 2014 12:03 pm",2,"All else equal, Patent Assertion Entities <U+2014> which specialize in acquiring and asserting patents and are popularly known as ¡°patent trolls"" <U+2014> promote innovation in the U.S.",103
"181","Patents","Within the software industry, the US patent system makes consumers better off than they would be in the absence of patents.","Tuesday, June 24th, 2014 12:03 pm",2,"Within the software industry, the US patent system makes consumers better off than they would be in the absence of patents.",104
"182","Liquidity","There is a social value to having institutions that issue liquid liabilities that are backed by illiquid assets.","Tuesday, June 3rd, 2014 9:59 am",1,"There is a social value to having institutions that issue liquid liabilities that are backed by illiquid assets.",105
"183","Gary Becker","Employers that discriminate in hiring will be at a competitive disadvantage, if their customers do not care about their mix of employees, compared with firms that do not discriminate.","Tuesday, May 20th, 2014 2:07 pm",1,"Employers that discriminate in hiring will be at a competitive disadvantage, if their customers do not care about their mix of employees, compared with firms that do not discriminate.",106
"184","Gary Becker","Employers that discriminate in hiring will be at a competitive disadvantage, if their customers do not care about their mix of employees, compared with firms that do not discriminate.","Tuesday, May 20th, 2014 2:07 pm",1,"Rising market wages are an important reason <U+2014> over and above any changes in medical technology, social norms or preferences <U+2014> why family sizes have fallen over the past century in rich countries.",107
"185","Gary Becker","Rising market wages are an important reason <U+2014> over and above any changes in medical technology, social norms or preferences <U+2014> why family sizes have fallen over the past century in rich countries.","Tuesday, May 20th, 2014 2:07 pm",2,"Employers that discriminate in hiring will be at a competitive disadvantage, if their customers do not care about their mix of employees, compared with firms that do not discriminate.",106
"186","Gary Becker","Rising market wages are an important reason <U+2014> over and above any changes in medical technology, social norms or preferences <U+2014> why family sizes have fallen over the past century in rich countries.","Tuesday, May 20th, 2014 2:07 pm",2,"Rising market wages are an important reason <U+2014> over and above any changes in medical technology, social norms or preferences <U+2014> why family sizes have fallen over the past century in rich countries.",107
